CRR 6,4.915 to 8.860,103,"505,–,–,608,(1),(22),–,–,3.8,B-"
CRR 7,8.861 to 15.000,87,"329,–,–,416,(9),–,–,–,2.2,CCC+"
CRR 8,15.001 to 99.999,140,"123,–,–,263,(17),–,–,–,6.5,CCC to C"
CRR 9/10,100.000,523,"523,–,523,–,(100),–,–,(100),19.1,D"
CRR 1   CRR 2   CRR 3   CRR 4   CRR 5   CRR 6   CRR 7   CRR 8   CRR 9/10,,,
0.000 to 0.053 62,291 46 62,337 (10)  (10)  (10)  (10)  0.1,
0.054 to 0.169 8,835 146 8,981 (7)   (7)   (7)   (7)   0.1,
0.170 to 0.740 5,098 398 5,496 (5)   (2)   (2)   (2)   0.1,
0.741 to 1.927 2,558 168 2,726 (4)   (4)   (4)   (4)   0.3,
1.928 to 4.914 799  43  842  (1)   (1)   (1)   (1)   0.2,,,
4.915 to 8.860 71   20  91   (6)   (6)   (6)   (6)   6.6,,,
8.861 to 15.000 2   1   3   (2)   (2)   (2)   (2)   0.2,,,
15.001 to 99.999 1,182 1,182 1,182 (2)   (2)   (2)   (2)   0.2
100.000       519,440 140,125 13,"484 277  673,326 (1,180) (2,572) (5,937) (112) (9,801) 1.5"
Banks       79,654 2,004 81,658 (33)  (9)   (42)  0.1
CRR 1       0.000 to 0.053 44,234 18 44,252 (7)   (7)   (7)   (7)   0.1,
CRR 2       0.054 to 0.169 92,861 1,013 93,874 (20)  (10)  (30)  0.1
CRR 3       0.170 to 0.740 178,662 11,808 190,470 (164) (91)  (255) 0.1
CRR 4       0.741 to 1.927 105,708 17,829 123,537 (244) (151) (395) 0.3
CRR 5       1.928 to 4.914 46,423 16,423 62,846 (190) (218) (408) 0.6
CRR 6       4.915 to 8.860 3,323 7,592 10,930 (33)  (141) (174) 1.6
CRR 7       8.861 to 15.000 795  3,067 3,865 (11)  (172) (183) 4.7,
CRR 8       15.001 to 99.999 247  1,849 2,096 (3)   (137) (140) 6.7,
CRR 9/10    100.000       8,315 314 8,629  (3,"747) (99)  (3,846) 44.6"
At 31 Dec 2020 540,499,,
Corporate and commercial 472,253 59,599 8,"315 332 540,499 (672) (920) (3,747) (99) (5,438) 1.0"
Non-bank financial,,,
CRR 6    4.915 to 8.860    3,323    7,592    -    15    10,930    (33)    (141)    -    -    (174)    1.6    B-
CRR 7    8.861 to 15.000    795    3,067    -    3    3,865    (11)    (172)    -    -    (183)    4.7    CCC+,
CRR 8    15.001 to 99.999    247    1,849    -    -    2,096    (3)    (137)    -    -    (140)    6.7    CCC to C,
CRR 9/10 100.000    -    -    8,315    314    8,629    -    -    -    (3,"747)    (99)    (3,846)    44.6    D"
Non-bank financial institutions    65,661    4,832    212    -    70,705    (42)    (28)    (90)    -    (160)    0.2
CRR 1    0.000 to 0.053    16,616    -    -    -    16,616    (1)    -    -    -    (1)    -    AA- and above,
CRR 2    0.054 to 0.169    15,630    56    -    -    15,686    (4)    -    -    -    (4)    -    A+ to A-,
CRR 3    0.170 to 0.740    21,562    1,333    -    -    22,895    (12)    (4)    -    -    (16)    0.1    BBB+ to BBB-
CRR 4    0.741 to 1.927    7,535    1,169    -    -    8,704    (12)    (7)    -    -    (19)    0.2    BB+ to BB-
CRR 5    1.928 to 4.914    4,024    1,738    -    -    5,762    (12)    (11)    -    -    (23)    0.4    BB- to B
CRR 6    4.915 to 8.860    280    517    -    -    797    (1)    (4)    -    -    (5)    0.6    B-,,,
CRR 7    8.861 to 15.000    12    7    -    -    19    -    -    -    -    -    -    CCC+,,,
CRR 8    15.001 to 99.999    2    12    -    -    14    -    (2)    -    -    (2)    14.3    CCC to C,,,
CRR 9/10 100.000    -    -    212    -    212    -    -    -    (90)    -    (90)    42.5    D,,,
Banks    67,769    1,450    -    -    69,219    (14)    (2)    -    -    (16)    -    -
CRR 1    0.000 to 0.053    49,858    21    -    -    49,879    (2)    -    -    -    (2)    -    AA- and above,
CRR 2    0.054 to 0.169    10,689    68    -    -    10,757    (7)    -    -    -    (7)    0.1    A+ to A-,
CRR 3    0.170 to 0.740    5,312    17    -    -    5,329    (2)    -    -    -    (2)    -    BBB+ to BBB-,
CRR 4    0.741 to 1.927    1,725    31    -    -    1,756    (1)    (1)    -    -    (2)    0.1    BB+ to BB-,
CRR 5    1.928 to 4.914    71    32    -    -    103    -    -    -    -    -    -    BB- to B,,,
CRR 6    4.915 to 8.860    113    2    -    -    115    (2)    -    -    -    (2)    1.7    B-,,,
CRR 7    8.861 to 15.000    1    1    -    -    2    -    -    -    -    -    -    CCC+,,,
CRR 8    15.001 to 99.999    -    1,278    -    -    1,278    -    (1)    -    -    (1)    0.1    CCC to C,
CRR 9/10 100.000    -    -    -    -    -    -    -    -    -    -    -    D,,,
At 31 Dec 2019    605,683    65,881    8,"527    332    680,423    (728)    (950)    (3,837)    (99)    (5,614)    0.8"
