10.31,"Descriptionof Compensation Payable toNon-Management Directors effective January1,2015 (incorporatedby reference to Exhibit10.39 of the Company's Annual Reporton Formi0-K (Commission File No.1-7657) for the year ended December 31,2014)."
10.32,"American Express Company 2Oo7 Incentive Compensation Plan (incorporated by reference to Exhibit10.1 of theCompany'sCurentReportonForm8-K(CommissionFileNo.1-7657),datedApril23,2007(filed April 27,2007))."
10.33,"American Express Company_2OO7 Incentive Compensation Plan Master Agreement (as amended and restated effectiveJanuary23,2012) (incorporatedbyreference toExhibit 10.1of the Company's Current ReportonForm8-K(CommissionFileNo.1-7657),datedJanuary23,2012(filedJanuary27,2012))."
10.34,"Form of nonqualified stock option award agreement for executive officers under the American Express Company 20O7 Incentive Compensation Plan (for awardsmade after January 26,2016) (incorporated by reference toExhibit 10.43of the Company'sAnnual ReportonForm10-K (CommissionFile No.1-7657) for the year ended December 31,2015)."
10.35,"American Express Company 2016 Incentive Compensation Plan (asamended and restated effective May 5,2020) (incorporatedby reference to Exhibit 10.1of the Company's Current Reporton Form 8-K (Commission File No.1-7657),dated May 5,2020 (filed May7,2020))."
10.36,"Formof nonqualified stock optionaward agreement for executive officers under the American Express Company 2016 Incentive Compensation Plan (forawards made after May2,2016)(incorporated by reference toExhibit10.41of theCompany'sAnnual ReportonForm10-K(Commission FileNo.1-7657) for the year ended December 31,2016)."
10.37,"Form of restricted stock unit award agreement for executive officers under the American Express Company 2O16 Incentive Compensation Plan (forawards made after May 2,2016)(incorporated by reference to Exhibit10.42of theCompany's Annual Reporton Form10-K(Commission FileNo.1-7657) for the year ended December 31, 2016)."
10.38,"Form of award agreement for executive officers in connection with Performance Grant awards (a/k/a Executive Annual Incentive Awards) under the American Express Company 2O16 Incentive Compensation Plan (forawards made after May 2,2016)(incorporatedby reference to Exhibit 10.43 of the Company's Annual Reporton Form10-K (Commission File No.1-7657) for theyearended December31,2016)."
10.39,"Amendment to the Formof nonqualified stock option award agreement and Form of restricted stock unit award for executive officers under the American Express Company 2016 Incentive Compensation Plan (forawards made after January 29,2020)(incorporated by reference to Exhibit10.41of the Company's Annual Report on Form10-K (Commission File No.1-7657) for the year ended December 31,2019)."
10.40,"Form of notice agreement in connection with Annual Incentive Awards under the American Express Company 2O16 Incentive Compensation Plan (incorporated by reference to Exhibit10.42 of the Company's Annual Report on Form 10-K(Commisson File No.1-7657) for the year ended December 31, 2019)."
10.41,"Restated Letter Agreement,dated May 6,2Ol9,between American Express Company and Berkshire HathawayInc.,on behalf of itself and its subsidiaries (incorporated by reference to Exhibit1O.1of the Company's Current Report on Form 8-K (Commission File No.1-7657),dated May 6,2019 (filed May 6, 2019))."
10.42,"Time Sharing Agreement,dated February 13,2O18,by and between American Express Travel Related Services Company, Inc.and Stephen J.Squeri (incorporated by reference to Exhibit 1O.48 of the Company's Annual Report on Form 10-K (Commisson File No.1-7657) for the year ended December 31, 2017)."
10.43,"Amendment No.1,dated March 29,2019,to the Time Sharing Agreement,dated February13,2018,by andbetween American Express Travel Related Services Company, Inc.and Stephen J.Squeri (incorporated by reference to Exhibit10.1of the Company's Quarterly Reporton Form10-Q(Commission File No.1-7657) for the quarter ended March 31,2019)."
10.44,"Amendment No.2,dated July 26,2019,to the Time Sharing Agreement,dated February13,2018,by and between American Express Travel RelatedServices Company,Inc.andStephenJ.Squeri (incorporatedby reference to Exhibit10.1of the Company's Quarterly Report on Form10-Q(Commisson File No.1-7657) for the quarter ended September 30,2019)."
10.45,"Amendment No.3,dated December 15,2020,to the TimeSharing Agreement,dated February13,2018, byand between American Express Travel Related Services Company, Inc.and Stephen J.Squeri (incorporated by reference to Exhibit 10.46 of the Company's Annual Reporton Form 10-K (Commission File No.1-7657) for the year ended December 31,2020)."
*10.46,"Amendment No.4,dated December 28,2O21,to the Time Sharing Agreement,dated February13,2018, by and between American Express Travel Related Services Company, Inc.and Stephen J. Squeri."
*21,Subsidiaries of the Company.
*23,Consent of PricewaterhouseCoopers LLP.
* 31.1,"Certification of Stephen J.Squeri, Chief Executive Officer,pursuant to Rule 13a-14(a) promulgated under the Securities Exchange Act of 1934,as amended."
*31.2,"Certificationof_Jefrey C.Campbell Chief Financial Officer,pursuant to Rule 13a-14(a)promulgated under the Securities Exchange Act of 1934,as amended."
*32.1,"Certificationof Stephen J.Squeri, Chief Executive Officer,pursuant to18U.S.C.Section1350,as adopted pursuant to Section 906 of the Sarbanes-Oxley Act of 2002."
* 32.2,"Certificationof Jeffrey C.Campbell,Chief Financial Officer,pursuant to 18 U.S.C.Section1350,as adopted pursuant to Section 9O6 of the Sarbanes-Oxley Act of 2002."
*101.INS,XBRL Instance Document - The instance document does not appear in the interactive data file because its XBRL tags are embedded within the inline XBRL document
*101.SCH,XBRL Taxonomy Extension Schema Document
